Unnamed: 0,consumer_sentiment,federal_funds_rate,bbkmgdp,labor_force_participation_rate,m2,yield_10_year,mortgage_30_year,msci,savings_rate,sp500_monthly_open,sp500_monthly_high,sp500_monthly_low,close ,sp500_monthly_volume,sp500_pe_ratio,vehicle_sales,unemployment_rate,percent_change,Savings_Rate_Change_Percent,Propensity_Score,IPW
122,88.4,5.26,2.7410658215685886,66.2,7168.5,4.564545454545455,6.156,217499.1868881732,3.0,1406.8,1438.89,1363.98,1420.86,67622250000.0,16.92,16.438,4.4,-1.4568290954663823,0.0714285714285714,0.01,0.0031837916063675834
123,87.1,5.25,2.422390242846337,65.9,7241.0,4.693809523809524,6.18,227091.29173176875,3.0,1420.83,1498.02,1416.37,1482.37,57032470000.0,17.48,16.615,4.5,3.3377634479467524,0.0,0.01,0.0031837916063675834
124,88.3,5.25,3.06076945191496,66.0,7254.9,4.746363636363637,6.262,233454.290360639,2.8,1482.37,1535.56,1476.7,1530.62,64958050000.0,17.92,16.661,4.4,-0.24812393190042503,-0.06666666666666676,0.01,0.0031837916063675834
125,85.3,5.25,2.102462744529161,66.0,7288.1,5.102857142857143,6.6575,231653.5824750486,2.7,1530.62,1540.56,1484.18,1503.35,65322800000.0,17.83,16.179,4.6,-1.547365037419563,-0.03571428571428559,0.01,0.0031837916063675834
126,90.4,5.26,1.2755241092494356,66.0,7319.0,5.004285714285714,6.695,226523.2613755939,2.6,1504.66,1555.9,1454.25,1455.27,70337430000.0,18.36,15.837,4.7,0.795091551371961,-0.03703703703703709,0.01,0.0031837916063675834
127,83.4,5.02,2.990848002875928,65.8,7395.1,4.674782608695652,6.572,226351.45562960365,2.2,1455.18,1503.89,1370.6,1473.99,91381760000.0,18.02,16.379,4.6,-1.4022146738538543,-0.15384615384615385,0.01,0.0031837916063675834
128,83.4,4.94,3.60926840466004,66.0,7413.3,4.521578947368421,6.3825,237115.65319983417,2.3,1473.96,1538.74,1439.29,1526.75,57809700000.0,19.05,16.532,4.7,1.7825820670599328,0.04545454545454519,0.01,0.0031837916063675834
129,80.9,4.76,3.4722949330724195,65.8,7428.4,4.527727272727272,6.375,244388.38047256143,2.2,1527.29,1576.09,1489.56,1549.38,76022580000.0,20.68,16.455,4.7,-0.5858989081868623,-0.04347826086956508,0.01,0.0031837916063675834
130,76.1,4.49,1.982776537876856,66.0,7453.8,4.1485,6.208,234398.8393227257,1.9,1545.79,1545.79,1406.1,1481.14,86246950000.0,20.81,16.354,4.7,-3.971422771494775,-0.13636363636363646,0.01,0.0031837916063675834
131,75.5,4.24,-2.0469155301864355,66.0,7484.2,4.0975,6.095,231374.764835305,2.4,1479.63,1523.57,1435.65,1468.36,64821670000.0,22.35,16.03,5.0,-0.8040913235600429,0.26315789473684204,0.01,0.0031837916063675834
