,consumer_sentiment,federal_funds_rate,bbkmgdp,labor_force_participation_rate,m2,yield_10_year,mortgage_30_year,msci,savings_rate,sp500_monthly_open,sp500_monthly_high,sp500_monthly_low,close ,sp500_monthly_volume,sp500_pe_ratio,vehicle_sales,unemployment_rate,percent_change
152,73.5,0.15,4.566073164454621,65.1,8461.8,3.4019047619047615,5.0575,171338.86036797296,5.5,1019.52,1080.15,991.97,1057.08,112295490000.0,83.3,9.535,9.8,3.5723383825517763
153,70.6,0.12,5.482267303322526,65.0,8488.1,3.387619047619048,4.952,168290.55195944005,5.1,1054.91,1101.36,1019.95,1036.19,113410990000.0,42.12,10.576,10.0,-1.9761985847807084
154,67.4,0.12,4.6313374757843775,65.0,8517.3,3.4026315789473682,4.875,175167.37348936577,5.5,1036.18,1113.69,1029.38,1095.63,84981530000.0,28.51,11.041,9.9,5.736399695036631
155,72.5,0.12,1.6918743822967384,64.6,8512.5,3.59,4.93,178312.87267625393,5.4,1098.89,1130.38,1085.89,1115.1,89515330000.0,21.78,11.284,9.9,1.7770597738287375
156,74.4,0.11,1.073636917005896,64.8,8478.0,3.733157894736842,5.03,170943.018398648,5.6,1116.56,1150.45,1071.59,1073.87,90947580000.0,20.7,10.893,9.8,-3.6974262397991176
157,73.6,0.13,0.9538450385329318,64.9,8527.6,3.6910526315789474,4.99,173352.76298587414,5.3,1073.89,1112.42,1044.5,1104.49,84561340000.0,18.91,10.315,9.8,2.851369346382726
158,73.6,0.16,4.244024114677371,64.9,8523.7,3.7273913043478255,4.9675,184088.5813590128,5.3,1105.36,1180.69,1105.36,1169.43,103683550000.0,18.91,11.772,9.9,5.879636755425577
159,72.2,0.2,4.743939327458087,65.2,8555.1,3.8468181818181817,5.098,184114.40961704028,6.0,1171.23,1219.8,1170.69,1186.69,116741910000.0,19.01,11.454,9.9,1.4759327193589966
160,73.6,0.2,3.972759356246884,64.9,8609.3,3.42,4.8875,166478.4286215363,6.4,1188.58,1205.13,1040.78,1089.41,127662780000.0,17.3,12.03,9.6,-8.197591620389488
161,76.0,0.18,3.056770825588229,64.6,8628.4,3.2040909090909087,4.7375,160770.51114441504,6.2,1087.3,1131.23,1028.33,1030.71,110106750000.0,16.15,11.598,9.4,-5.388237669931439
162,67.8,0.18,2.912952226610537,64.6,8639.8,3.0114285714285716,4.564,173804.66184114027,6.1,1031.1,1120.95,1010.91,1101.6,94778110000.0,15.72,11.948,9.4,6.877783275606131
163,68.9,0.19,2.8369059553462583,64.7,8688.2,2.698636363636364,4.4275,167315.6468224865,6.2,1107.53,1129.24,1039.7,1049.33,85738250000.0,15.47,12.014,9.5,-4.74491648511256
164,68.2,0.19,3.152696151000588,64.6,8718.9,2.647619047619048,4.346,182917.1263671439,6.1,1049.72,1157.16,1049.72,1141.2,79589450000.0,15.61,11.922,9.5,8.755110403781474
165,67.7,0.19,2.817675082705094,64.4,8768.7,2.54,4.225,189735.46761901723,5.9,1143.49,1196.14,1131.87,1183.26,89536270000.0,15.9,12.414,9.4,3.6855941114616098
166,71.6,0.19,1.2227891724753082,64.6,8789.3,2.763,4.3,185639.1696693345,5.8,1185.71,1227.08,1173.0,1180.55,87151070000.0,15.88,12.3,9.8,-0.22902827780877377
167,74.5,0.18,-1.1860061196857217,64.3,8822.9,3.290909090909091,4.714,199288.35177449696,6.2,1186.6,1262.6,1186.6,1257.64,80984530000.0,16.05,12.605,9.3,6.530007200033894
168,74.2,0.17,-3.059719272520562,64.2,8845.2,3.394,4.755,203790.6316762858,6.6,1257.62,1302.67,1257.62,1286.12,92164940000.0,16.3,12.806,9.1,2.264559015298473
169,77.5,0.16,-1.401971861271197,64.1,8909.0,3.576315789473684,4.9525,210925.92710691624,6.9,1289.14,1344.07,1289.14,1327.22,59223660000.0,16.52,13.081,9.0,3.1956582589494076
170,67.5,0.14,4.568354982385484,64.2,8967.0,3.4143478260869564,4.836,208845.8276202927,6.3,1328.64,1332.28,1249.05,1325.83,89507640000.0,16.04,13.259,9.0,-0.10473018791158362
171,69.8,0.1,4.020808371839972,64.2,9030.4,3.455,4.84,217718.12123337903,6.3,1329.48,1364.56,1294.7,1363.61,77364810000.0,16.21,13.326,9.1,2.8495357625034856
172,74.3,0.09,2.411567346455988,64.1,9102.7,3.1685714285714286,4.6375,213201.4922993527,6.3,1365.21,1370.58,1311.8,1345.2,81708980000.0,16.12,12.28,9.0,-1.350092768460176
173,71.5,0.09,-0.341513357996273,64.0,9176.7,3.0022727272727274,4.51,209828.70444182263,6.5,1345.2,1345.2,1258.07,1320.64,86122730000.0,15.35,11.886,9.1,-1.8257508177222714
174,63.7,0.07,-1.863966771795507,64.0,9338.7,3.003,4.545,206024.04260068235,6.7,1320.64,1356.48,1282.86,1292.28,81102170000.0,15.61,12.72,9.0,-2.147443663678228
175,55.8,0.1,-0.0636605525678275,64.1,9525.1,2.3030434782608697,4.27,191508.17894837537,6.7,1292.59,1307.38,1101.54,1218.89,108419170000.0,13.79,12.604,9.0,-5.679109790447878
176,59.5,0.08,3.187543384479758,64.2,9545.3,1.9752380952380952,4.106,174967.50741366664,6.4,1219.12,1229.29,1114.22,1131.42,102786820000.0,13.5,13.356,9.0,-7.176201297902196
177,60.8,0.07,6.401293301702712,64.1,9578.1,2.152,4.0675,193065.5910206945,6.3,1131.21,1292.66,1074.77,1253.3,98063670000.0,13.88,13.73,8.8,10.772303830584562
178,63.7,0.08,5.104899803564438,64.1,9629.8,2.0135,3.9925,188351.7744969867,6.4,1251.0,1277.55,1158.66,1246.96,84275050000.0,14.1,13.743,8.6,-0.5058645176733378
179,69.9,0.07,4.485624145631959,64.0,9677.4,1.978095238095238,3.958,188247.12222186796,7.2,1246.91,1269.37,1202.37,1257.6,74742430000.0,14.3,13.798,8.5,0.8532751652017501
180,75.0,0.08,3.2400550612796453,63.7,9750.5,1.9665,3.915,197693.95108574344,7.4,1258.86,1333.47,1258.86,1312.41,79567560000.0,14.87,14.395,8.3,4.358301526717567
181,75.3,0.1,2.2997826998946187,63.8,9802.2,1.9675,3.89,207351.0411020057,7.3,1312.45,1378.04,1312.45,1365.68,78385710000.0,15.37,14.975,8.3,4.058944994323421
182,76.2,0.13,1.6618855007096751,63.8,9846.2,2.172727272727273,3.954,210016.8361978253,7.6,1365.9,1419.15,1340.03,1408.47,83899660000.0,15.69,14.594,8.2,3.133237654501775
183,76.4,0.14,1.9112155887395157,63.7,9899.8,2.052857142857143,3.91,207631.89949300085,7.9,1408.47,1422.38,1357.38,1397.91,74761710000.0,15.7,14.769,8.2,-0.7497497284287169
184,79.3,0.16,1.8645152364619229,63.7,9943.0,1.8031818181818184,3.798,189708.3001179809,7.9,1397.86,1415.32,1291.98,1310.33,86920490000.0,15.22,14.496,8.2,-6.265067135938662
185,73.2,0.16,0.9429812990407078,63.8,10013.0,1.6223809523809525,3.675,199374.95615573484,7.9,1309.87,1363.46,1266.74,1362.16,81582440000.0,15.05,14.467,8.2,3.9554921279372435
186,72.3,0.16,0.7016571280055515,63.7,10065.7,1.5266666666666668,3.55,201938.012180734,7.0,1362.33,1391.74,1325.41,1379.32,73103810000.0,15.55,14.38,8.2,1.2597639043871345
187,74.3,0.13,-0.1642082364249004,63.5,10136.4,1.6782608695652175,3.602,207057.49178916487,6.7,1379.32,1426.68,1354.65,1406.58,70283810000.0,16.14,14.444,8.1,1.9763361656468303
188,78.3,0.14,-0.3302924077587779,63.6,10216.6,1.723157894736842,3.4975,212746.085902873,7.2,1406.54,1474.51,1396.56,1440.67,69784280000.0,16.69,15.099,7.8,2.423609037523655
189,82.6,0.16,-0.8649521048039714,63.8,10282.8,1.7461904761904763,3.3825,211308.44041962948,7.8,1440.9,1470.96,1403.28,1412.16,71752320000.0,16.62,14.83,7.8,-1.978940354140779
190,82.7,0.16,1.7623512223240403,63.6,10351.8,1.654,3.352,214014.22148528427,8.7,1412.2,1434.27,1343.35,1416.18,71489310000.0,16.12,15.456,7.7,0.28467029231815655
191,72.9,0.16,4.055178050942114,63.7,10474.4,1.719,3.345,218039.029367686,10.9,1416.34,1448.0,1398.11,1426.19,66388180000.0,16.44,15.462,7.9,0.7068310525498056
192,73.8,0.14,4.935734363271656,63.7,10497.6,1.9147619047619049,3.414,229145.8180542712,4.9,1426.19,1509.94,1426.19,1498.11,75848510000.0,17.03,15.813,8.0,5.0428063581991145
193,77.6,0.15,4.976202104787584,63.4,10516.6,1.9842105263157892,3.5325,229524.18609100475,4.7,1498.11,1530.94,1485.01,1514.68,69273480000.0,17.32,15.861,7.7,1.1060603026480154
194,78.6,0.14,0.6999387308202865,63.3,10572.9,1.9575,3.565,234900.4177162718,4.8,1514.68,1570.28,1501.48,1569.19,68527110000.0,17.68,15.721,7.5,3.5987799403174314
195,76.4,0.15,-0.447781924087415,63.4,10600.4,1.7590909090909093,3.445,242297.6308153439,5.1,1569.18,1597.57,1536.03,1597.57,77098000000.0,17.69,15.811,7.6,1.808576399288797
196,84.5,0.11,1.2898622764698124,63.4,10634.7,1.9281818181818184,3.536,242389.14575428076,5.3,1597.55,1687.18,1581.28,1630.74,76447250000.0,18.25,15.884,7.5,2.0762783477406455
197,84.1,0.09,2.015474486667407,63.4,10692.3,2.3,4.07,236416.56834922355,5.4,1631.71,1654.19,1560.33,1606.28,74946790000.0,17.8,16.149,7.5,-1.499932545960736
198,85.1,0.09,3.0807192061567004,63.3,10731.5,2.5822727272727275,4.37,248862.91891202447,5.2,1609.78,1698.78,1604.57,1685.73,68106820000.0,18.12,16.021,7.3,4.94621112134872
199,82.1,0.08,5.312984515345269,63.3,10789.6,2.7372727272727277,4.456,243565.89394470843,5.2,1689.42,1709.67,1627.47,1632.97,64802810000.0,17.91,15.827,7.2,-3.12980133236046
200,77.5,0.08,5.335672730172513,63.2,10850.0,2.8095,4.49,255747.2657121903,5.3,1635.95,1729.86,1633.41,1681.55,66174410000.0,17.88,15.857,7.2,2.9749474883188354
201,73.2,0.09,4.318076139118099,62.8,10974.2,2.6159090909090907,4.192,265758.1072032142,4.7,1682.41,1775.22,1646.47,1756.54,76647400000.0,17.86,15.727,7.2,4.459575986441089
202,75.1,0.08,2.3973614631745743,63.0,10982.9,2.718421052631579,4.255,270481.04333407735,4.5,1758.7,1813.55,1746.2,1805.81,63628190000.0,18.15,16.079,6.9,2.804946087194149
